静狩,shizukari,140.460025,42.584065,北海道
小幌,shouhoro,140.537361,42.589731,北海道
礼文,rebun,140.595013,42.580422,北海道
大岸,oogishi,140.639036,42.585969,北海道
豊浦,toyoura,140.71536,42.580323,北海道
洞爺,touya,140.763959,42.55055,北海道
有珠,usu,140.793969,42.513267,北海道
長和,nagakazu,140.833783,42.488262,北海道
伊達紋別,datemombetsu,140.855802,42.469395,北海道
北舟岡,kitafunaoka,140.880259,42.450528,北海道
稀府,kifu,140.898836,42.425567,北海道
黄金,ougon,140.907781,42.386441,北海道
崎守,sakimori,140.927141,42.373968,北海道
本輪西,motowanishi,140.977561,42.358734,北海道
室蘭,muroran,140.97571,42.317864,北海道
母恋,bokoi,140.990018,42.317295,北海道
御崎,misaki,140.993881,42.329014,北海道
輪西,wanishi,141.005743,42.333775,北海道
東室蘭,higashimuroran,141.026411,42.349374,北海道
鷲別,washibetsu,141.042759,42.35953,北海道
幌別,horobetsu,141.107293,42.409782,北海道
富浦,tomiura,141.156878,42.441957,北海道
登別,noboribetsu,141.180931,42.45207,北海道
虎杖浜,kojouhama,141.215092,42.464695,北海道
竹浦,takeura,141.260395,42.49284,北海道
北吉原,kitayoshihara,141.286199,42.509119,北海道
萩野,hagino,141.30603,42.521159,北海道
白老,shiraoi,141.360054,42.55474,北海道
社台,shadai,141.417433,42.578682,北海道
錦岡,nishikioka,141.48722,42.6025,北海道
糸井,itoi,141.546187,42.6225,北海道
青葉,aoba,141.568278,42.62999,北海道
苫小牧,tomakomai,141.596837,42.639665,北海道
沼ノ端,numanohata,141.693132,42.672057,北海道
遠浅,tooasa,141.769568,42.729533,北海道
早来,hayakita,141.814106,42.765237,北海道
安平,abira,141.825283,42.814007,北海道
追分,oiwake,141.810678,42.873316,北海道
三川,sansen,141.800778,42.945029,北海道
古山,furuyama,141.793969,42.975256,北海道
由仁,yuni,141.785868,43.012206,北海道
栗山,kuriyama,141.775603,43.058164,北海道
栗丘,kurioka,141.744333,43.085444,北海道
栗沢,kurisawa,141.739743,43.120367,北海道
志文,shibumi,141.744443,43.158903,北海道
東滝川,higashitakikawa,141.98031,43.574037,北海道
赤平,akabira,142.048669,43.555144,北海道
茂尻,mojiri,142.082156,43.537314,北海道
平岸,hiragishi,142.123872,43.541401,北海道
芦別,ashibetsu,142.184543,43.516636,北海道
上芦別,kamiashibetsu,142.210855,43.48871,北海道
野花南,nokanan,142.261772,43.474418,北海道
富良野,furano,142.391374,43.347114,北海道
布部,nunobe,142.400595,43.291991,北海道
山部,yamabe,142.381522,43.244645,北海道
下金山,shimokanayama,142.415402,43.197328,北海道
金山,kanayama,142.416201,43.136115,北海道
東鹿越,higashishikagoe,142.523472,43.164011,北海道
幾寅,ikutora,142.569474,43.161582,北海道
落合,ochiai,142.669104,43.125055,北海道
新得,shintoku,142.832432,43.082501,北海道
十勝清水,tokachishimizu,142.879535,43.012892,北海道
御影,goei,142.935739,42.942418,北海道
芽室,memuro,143.047991,42.909846,北海道
大成,taisei,143.071241,42.918662,北海道
西帯広,nishiobihiro,143.126351,42.923941,北海道
柏林台,hakurindai,143.1645,42.928877,北海道
帯広,obihiro,143.20195,42.917997,北海道
札内,satsunai,143.256248,42.912697,北海道
幕別,makubetsu,143.359293,42.90784,北海道
利別,toshibetsu,143.424445,42.934706,北海道
池田,ikeda,143.453033,42.922186,北海道
十弗,toofutsu,143.500797,42.855781,北海道
豊頃,toyokoro,143.538615,42.817548,北海道
新吉野,shinyoshino,143.60826,42.778238,北海道
浦幌,urahoro,143.651568,42.810849,北海道
厚内,atsunai,143.814389,42.809539,北海道
直別,chokubetsu,143.863607,42.852205,北海道
尺別,shakubetsu,143.904331,42.869163,北海道
音別,ombetsu,143.932442,42.888997,北海道
古瀬,furuse,144.008589,42.947893,北海道
白糠,shiranuka,144.076879,42.956161,北海道
西庶路,nishishoro,144.129826,42.976138,北海道
庶路,shoro,144.150018,42.983601,北海道
大楽毛,otanoshike,144.273879,43.009078,北海道
新大楽毛,shinotanoshike,144.295558,43.009423,北海道
新富士,shinfuji,144.350758,43.001605,北海道
釧路,kushiro,144.381983,42.990584,北海道
東釧路,higashikushiro,144.411307,42.995207,北海道
武佐,musa,144.426681,42.991364,北海道
別保,betsupo,144.469596,42.994384,北海道
上尾幌,kamioboro,144.61239,43.032893,北海道
尾幌,oboro,144.703758,43.018463,北海道
門静,monshizu,144.782638,43.057581,北海道
厚岸,akkeshi,144.841355,43.056248,北海道
糸魚沢,itoizawa,144.92545,43.103506,北海道
茶内,chanai,145.02801,43.129266,北海道
浜中,hamanaka,145.099657,43.15754,北海道
姉別,anebetsu,145.194716,43.196201,北海道
厚床,attoko,145.252096,43.228224,北海道
初田牛,hattaushi,145.32277,43.204542,北海道
別当賀,betsutouga,145.423593,43.218427,北海道
落石,rakuseki,145.519449,43.198335,北海道
昆布盛,kombumori,145.542444,43.228593,北海道
西和田,nishiwada,145.541817,43.268043,北海道
東根室,higashinemuro,145.597234,43.323655,北海道
根室,nemuro,145.582707,43.326923,北海道
植苗,uenae,141.735344,42.713645,北海道
新千歳空港,shinchitosekuukou,141.680823,42.787546,北海道
南千歳,minamichitose,141.675388,42.80804,北海道
千歳,chitose,141.651934,42.828110,北海道
長都,osatsu,141.622987,42.852178,北海道
サッポロビール庭園,sapporobiruteien,141.605616,42.866812,北海道
恵庭,eniwa,141.586234,42.883076,北海道
恵み野,megumino,141.574429,42.902704,北海道
島松,shimamatsu,141.573117,42.922504,北海道
北広島,kitahiroshima,141.563115,42.979239,北海道
上野幌,kaminopporo,141.487317,43.016177,北海道
新札幌,shinsapporo,141.47237,43.038732,北海道
平和,heiwa,141.437967,43.04695,北海道
川端,kawabata,141.894791,42.914721,北海道
滝ノ上,takinoue,141.97628,42.910244,北海道
新夕張,shinyuubari,142.03657,42.936611,北海道
沼ノ沢,numanosawa,142.030836,42.957586,北海道
南清水沢,minamishimizusawa,142.006597,42.985272,北海道
清水沢,shimizusawa,142.007285,42.99827,北海道
鹿ノ谷,shikanotani,141.964476,43.039447,北海道
夕張,yuubari,141.967472,43.050926,北海道
占冠,shimukappu,142.400078,42.993088,北海道
トマム,tomamu,142.610937,43.055913,北海道
勇払,yuufutsu,141.727667,42.632805,北海道
浜厚真,hamaatsuma,141.837071,42.606725,北海道
浜田浦,hamatanoura,141.88362,42.590722,北海道
鵡川,mukawa,141.923892,42.578953,北海道
汐見,shiomi,141.945255,42.550235,北海道
富川,tomikawa,142.020855,42.516865,北海道
日高門別,hidakamombetsu,142.072692,42.481237,北海道
豊郷,toyosato,142.122493,42.470119,北海道
清畠,kiyohata,142.176624,42.455709,北海道
厚賀,atsuga,142.215896,42.430507,北海道
大狩部,ookaribe,142.259355,42.395695,北海道
節婦,seppu,142.275541,42.38248,北海道
新冠,niikappu,142.312585,42.360667,北海道
静内,shizunai,142.360402,42.336559,北海道
静内海水浴場,shizunaikaisuiyokujou,142.400665,42.314084,北海道
東静内,higashishizunai,142.450485,42.304416,北海道
春立,harutachi,142.498943,42.268515,北海道
日高東別,hidakatoubetsu,142.521371,42.280837,北海道
日高三石,hidakasangoku,142.566859,42.247269,北海道
蓬栄,houei,142.604517,42.264636,北海道
本桐,honkiri,142.630455,42.248205,北海道
荻伏,ogifushi,142.689432,42.206136,北海道
絵笛,ebue,142.736134,42.198428,北海道
浦河,urakawa,142.769976,42.168366,北海道
東町,higashimachi,142.788931,42.156037,北海道
日高幌別,hidakahorobetsu,142.834519,42.142338,北海道
鵜苫,utoma,142.882513,42.134449,北海道
西様似,nishisamani,142.908737,42.138411,北海道
様似,samani,142.93596,42.127936,北海道
八軒,hakken,141.319145,43.085845,北海道
新川,shinkawa,141.323824,43.098604,北海道
新琴似,shinkotoni,141.335105,43.112928,北海道
太平,taihei,141.349526,43.12401,北海道
百合が原,yurigahara,141.360672,43.131476,北海道
篠路,shinoro,141.364323,43.145152,北海道
拓北,takuhoku,141.381013,43.155568,北海道
あいの里教育大,ainosatokyouikudai,141.39842,43.15528,北海道
あいの里公園,ainosatokouen,141.413276,43.161206,北海道
石狩太美,ishikarifutomi,141.449066,43.189801,北海道
石狩当別,ishikaritoubetsu,141.513764,43.22208,北海道
北海道医療大学,hokkaidouiryoudaigaku,141.54995,43.230925,北海道
石狩金沢,ishikarikanazawa,141.569239,43.245385,北海道
本中小屋,honnakakoya,141.591661,43.28019,北海道
中小屋,nakagoya,141.602341,43.306846,北海道
月ケ岡,tsukigaoka,141.61807,43.324867,北海道
知来乙,chiraiotsu,141.649123,43.331545,北海道
石狩月形,ishikaritsukigata,141.670193,43.340869,北海道
豊ケ岡,toyogaoka,141.714026,43.366645,北海道
札比内,sappinai,141.742762,43.370926,北海道
晩生内,osokinai,141.779211,43.399921,北海道
札的,satsuteki,141.803549,43.419153,北海道
浦臼,urausu,141.817376,43.430964,北海道
鶴沼,tsurunuma,141.840637,43.457673,北海道
於札内,oitesatsunai,141.840102,43.473424,北海道
南下徳富,nankatokutomi,141.844454,43.485542,北海道
下徳富,shitatokutomi,141.855574,43.50271,北海道
新十津川,shintotsukawa,141.874172,43.545575,北海道
北一已,kitaicchan,142.014721,43.742021,北海道
秩父別,chippubetsu,141.967757,43.769099,北海道
北秩父別,kitachippubetsu,141.960915,43.789375,北海道
石狩沼田,ishikarinumata,141.934266,43.810032,北海道
真布,mappu,141.906756,43.832965,北海道
恵比島,ebishima,141.88144,43.851296,北海道
峠下,tougeshita,141.818879,43.850789,北海道
幌糠,horonuka,141.758418,43.855521,北海道
藤山,fujiyama,141.720588,43.88708,北海道
大和田,oowada,141.696528,43.913418,北海道
留萌,rumoi,141.651433,43.942848,北海道
神楽岡,kaguraoka,142.358257,43.745033,北海道
緑が丘,midorigaoka,142.365701,43.731074,北海道
西御料,nishigoryou,142.371507,43.720834,北海道
西瑞穂,nishimizuho,142.381982,43.70242,北海道
西神楽,nishikagura,142.393677,43.682181,北海道
西聖和,nishiseiwa,142.415209,43.669047,北海道
千代ケ岡,chiyokeoka,142.451024,43.643737,北海道
北美瑛,kitabiei,142.479594,43.617884,北海道
美瑛,biei,142.461639,43.591186,北海道
美馬牛,bibaushi,142.447192,43.537408,北海道
上富良野,kamifurano,142.468761,43.464046,北海道
西中,nishichuu,142.441876,43.429569,北海道
ラベンダー畑,rabendabatake,142.434032,43.42065,北海道
中富良野,nakafurano,142.420812,43.405704,北海道
鹿討,shikauchi,142.404812,43.387499,北海道
学田,gakuta,142.386118,43.366234,北海道
旭川四条,asahikawashijou,142.375815,43.764056,北海道
新旭川,shinasahikawa,142.384789,43.780174,北海道
永山,nagayama,142.434382,43.814158,北海道
北永山,kitanagayama,142.454493,43.826736,北海道
南比布,minamipippu,142.467271,43.853342,北海道
比布,pippu,142.471294,43.874478,北海道
北比布,kitapippu,142.476545,43.901728,北海道
蘭留,randome,142.473699,43.925072,北海道
塩狩,shiokari,142.4552,43.96794,北海道
和寒,wassamu,142.415309,44.026932,北海道
東六線,higashirokusen,142.388073,44.068723,北海道
剣淵,kembuchi,142.364754,44.09643,北海道
北剣淵,kitakembuchi,142.377955,44.139423,北海道
士別,shibetsu,142.388247,44.172536,北海道
下士別,shimoshibetsu,142.396405,44.210583,北海道
多寄,tayoro,142.396315,44.241296,北海道
瑞穂,mizuho,142.396244,44.266349,北海道
風連,fuuren,142.421624,44.292238,北海道
東風連,higashifuuren,142.463087,44.316748,北海道
名寄,nayoro,142.465207,44.349403,北海道
日進,nisshin,142.467354,44.381713,北海道
北星,hokusei,142.428116,44.441569,北海道
智恵文,chiebun,142.414772,44.455553,北海道
智北,chikita,142.394007,44.46103,北海道
南美深,minamibifuka,142.367822,44.462604,北海道
美深,bifuka,142.350597,44.482951,北海道
初野,hatsuno,142.336129,44.512808,北海道
紋穂内,momponai,142.33357,44.538761,北海道
恩根内,onnenai,142.309447,44.598486,北海道
豊清水,yutakashimizu,142.270342,44.639503,北海道
天塩川温泉,teshiogawaonsen,142.258682,44.665041,北海道
咲来,satsukuru,142.267569,44.692702,北海道
音威子府,otoineppu,142.259883,44.729448,北海道
筬島,osashima,142.197777,44.738883,北海道
佐久,saku,142.048562,44.743986,北海道
天塩中川,teshionakagawa,142.075335,44.81186,北海道
歌内,utanai,142.052162,44.880493,北海道
問寒別,toikambetsu,142.025562,44.91233,北海道
糠南,nukaminami,142.000931,44.920778,北海道
雄信内,onobunai,141.935888,44.911735,北海道
安牛,yasuushi,141.894187,44.949809,北海道
南幌延,minamihoronobe,141.884892,44.965084,北海道
上幌延,kamihoronobe,141.880905,44.985787,北海道
幌延,horonobe,141.84569,45.014503,北海道
下沼,shimonuma,141.758218,45.037146,北海道
豊富,houfu,141.772088,45.104624,北海道
徳満,tokumitsu,141.751039,45.145838,北海道
兜沼,kabutonuma,141.6972,45.220236,北海道
勇知,yuuchi,141.685151,45.259339,北海道
抜海,bakkai,141.644576,45.316866,北海道
南稚内,minamiwakkanai,141.683026,45.398166,北海道
稚内,wakkanai,141.676999,45.416995,北海道
南永山,minaminagayama,142.40853,43.78055,北海道
東旭川,higashiasahikawa,142.441544,43.776571,北海道
北日ノ出,kitahinode,142.466127,43.781813,北海道
桜岡,sakuraoka,142.486968,43.801812,北海道
当麻,taima,142.516987,43.825477,北海道
将軍山,shougunzan,142.521559,43.857455,北海道
伊香牛,ikaushi,142.525227,43.876025,北海道
愛別,aibetsu,142.582176,43.898635,北海道
中愛別,nakaaibetsu,142.655424,43.896216,北海道
愛山,aizan,142.680699,43.866442,北海道
安足間,ansokuhazama,142.693868,43.852011,北海道
東雲,shinonome,142.716544,43.843693,北海道
上川,kamikawa,142.766895,43.848508,北海道
白滝,shirataki,143.180795,43.884435,北海道
丸瀬布,maruseppu,143.335817,44.006354,北海道
瀬戸瀬,setose,143.420937,44.008753,北海道
遠軽,engaru,143.520667,44.060278,北海道
安国,yasukuni,143.535762,43.993322,北海道
生野,ikuno,143.532945,43.959928,北海道
生田原,ikutahara,143.534627,43.923674,北海道
西留辺蘂,nishirubeshibe,143.603257,43.785345,北海道
留辺蘂,rubeshibe,143.621394,43.785534,北海道
相内,aiuchi,143.756449,43.795948,北海道
東相内,higashiainonai,143.809499,43.805466,北海道
西北見,nishikitami,143.841586,43.803114,北海道
北見,kitami,143.898167,43.805504,北海道
柏陽,hakuyou,143.916737,43.824911,北海道
愛し野,itoshino,143.932962,43.841426,北海道
端野,tanno,143.942336,43.851172,北海道
緋牛内,hiushinai,143.999887,43.880431,北海道
美幌,bihoro,144.10563,43.836967,北海道
西女満別,nishimemambetsu,144.148372,43.880057,北海道
女満別,memambetsu,144.170665,43.915886,北海道
呼人,yobito,144.218945,43.963695,北海道
網走,abashiri,144.254156,44.019873,北海道
桂台,katsuradai,144.273223,44.016913,北海道
鱒浦,masuura,144.296526,43.982481,北海道
藻琴,mokoto,144.320079,43.968358,北海道
北浜,kitahama,144.352541,43.958549,北海道
原生花園,genseikaen,144.41443,43.941033,北海道
浜小清水,hamakoshimizu,144.453187,43.934077,北海道
止別,yambetsu,144.519818,43.921558,北海道
知床斜里,shiretokoshari,144.661647,43.910749,北海道
中斜里,nakashari,144.659033,43.874608,北海道
南斜里,minamishari,144.63431,43.867531,北海道
清里町,kiyosatochou,144.593948,43.83871,北海道
札弦,sattsuru,144.531526,43.786574,北海道
緑,midori,144.505499,43.718282,北海道
川湯温泉,kawayuonsen,144.457749,43.616258,北海道
美留和,biruwa,144.437656,43.555316,北海道
摩周,mashuu,144.463981,43.487373,北海道
南弟子屈,minamiteshikaga,144.514729,43.428656,北海道
磯分内,isobunnai,144.554322,43.379389,北海道
標茶,shibecha,144.608434,43.298472,北海道
茅沼,kayanuma,144.503788,43.202097,北海道
塘路,touro,144.496817,43.151739,北海道
細岡,hosooka,144.469683,43.105055,北海道
釧路湿原,kushiroshitsugen,144.447799,43.100647,北海道
遠矢,touya,144.458367,43.047878,北海道
中小国,nakaoguni,140.596798,41.051702,青森県
津軽今別,tsugaruimabetsu,140.515625,41.144885,青森県
木古内,kikonai,140.434004,41.677642,北海道
札苅,satsukari,140.468097,41.699271,北海道
泉沢,izumisawa,140.506797,41.700867,北海道
釜谷,kamaya,140.53718,41.712153,北海道
渡島当別,oshimatoubetsu,140.579109,41.737309,北海道
茂辺地,moheji,140.600561,41.766604,北海道
上磯,kamiiso,140.640599,41.81956,北海道
清川口,kiyokawaguchi,140.652906,41.824615,北海道
久根別,kunebetsu,140.666468,41.826727,北海道
東久根別,higashikunebetsu,140.679731,41.826005,北海道
七重浜,nanaehama,140.707957,41.817643,北海道
八戸,hachinohe,141.431499,40.509200,青森県
新庄,shinjou,140.306064,38.76256,山形県
泉田,izumida,140.310039,38.811758,山形県
羽前豊里,uzentoyosato,140.242247,38.836748,山形県
真室川,mamurogawa,140.254814,38.858243,山形県
釜淵,kamabuchi,140.263864,38.93281,山形県
大滝,ootaki,140.320199,38.971485,山形県
及位,nozoki,140.361164,38.992983,山形県
院内,innai,140.4138,39.049706,秋田県
横堀,yokobori,140.45131,39.064533,秋田県
三関,miseki,140.483796,39.110196,秋田県
上湯沢,kamiyuzawa,140.485262,39.134221,秋田県
湯沢,yuzawa,140.487011,39.163443,秋田県
下湯沢,shimoyuzawa,140.50249,39.197196,秋田県
十文字,juumonji,140.526287,39.221186,秋田県
醍醐,daigo,140.538530,39.248716,秋田県
柳田,yanagida,140.553856,39.276385,秋田県
横手,yokote,140.5604,39.310146,秋田県
後三年,atosannen,140.538397,39.364891,秋田県
飯詰,iidume,140.515378,39.406013,秋田県
大曲,oomagari,140.479628,39.465712,秋田県
神宮寺,jinguuji,140.426518,39.494841,秋田県
刈和野,kariwano,140.372402,39.547646,秋田県
峰吉川,mineyoshikawa,140.32314,39.566586,秋田県
羽後境,ugosakai,140.320722,39.618679,秋田県
大張野,oobarino,140.274071,39.663347,秋田県
和田,wada,140.218754,39.65087,秋田県
四ツ小屋,yotsugoya,140.144946,39.661341,秋田県
秋田,akita,140.129931,39.716748,秋田県
土崎,tsuchizaki,140.073601,39.758453,秋田県
上飯島,kamiiijima,140.06847,39.779336,秋田県
追分,oiwake,140.057810,39.809925,秋田県
大久保,ookubo,140.063079,39.870890,秋田県
羽後飯塚,ugoiiduka,140.0733,39.898981,秋田県
井川さくら,igawasakura,140.076022,39.911925,秋田県
八郎潟,hachirougata,140.078382,39.947366,秋田県
鯉川,koikawa,140.077474,39.996361,秋田県
鹿渡,kado,140.082621,40.044619,秋田県
森岳,moritake,140.070886,40.103164,秋田県
北金岡,kitakanaoka,140.063565,40.141895,秋田県
東能代,higashinoshiro,140.065746,40.191579,秋田県
鶴形,tsurugata,140.118507,40.203879,秋田県
富根,tomine,140.172643,40.217956,秋田県
二ツ井,futatsui,140.235729,40.212506,秋田県
前山,maeyama,140.312378,40.214785,秋田県
鷹ノ巣,takanosu,140.369816,40.232059,秋田県
糠沢,nukazawa,140.397827,40.251094,秋田県
早口,hayaguchi,140.447572,40.271315,秋田県
下川沿,shimokawazoe,140.496625,40.276408,秋田県
大館,oodate,140.555946,40.288122,秋田県
白沢,shirasawa,140.591657,40.338103,秋田県
陣場,jimba,140.607523,40.398864,秋田県
津軽湯の沢,tsugaruyunosawa,140.632055,40.441879,青森県
碇ケ関,ikarigaseki,140.622443,40.478988,青森県
長峰,nagamine,140.603069,40.516072,青森県
大鰐温泉,oowanionsen,140.566914,40.52154,青森県
石川,ishikawa,140.530951,40.556021,青森県
弘前,hirosaki,140.485016,40.599723,青森県
撫牛子,naijoushi,140.497616,40.621298,青森県
川部,kawabe,140.521376,40.646862,青森県
北常盤,kitatokiwa,140.54359,40.67053,青森県
浪岡,namioka,140.580664,40.71021,青森県
大釈迦,daishaka,140.587776,40.756736,青森県
鶴ケ坂,tsurugasaka,140.634878,40.791228,青森県
津軽新城,tsugarushinshiro,140.672025,40.828022,青森県
新青森,shinaomori,140.693472,40.8275,青森県
青森,aomori,140.734738,40.828668,青森県
野辺地,noheji,141.119603,40.855142,青森県
北野辺地,kitanoheji,141.134115,40.871077,青森県
有戸,arito,141.189264,40.913949,青森県
吹越,fukikoshi,141.246552,41.022038,青森県
陸奥横浜,mutsuyokohama,141.249757,41.086544,青森県
有畑,arihata,141.276421,41.131818,青森県
近川,chikashigawa,141.279021,41.191687,青森県
金谷沢,kanayazawa,141.248432,41.228854,青森県
赤川,akagawa,141.209339,41.267829,青森県
下北,shimokita,141.18989,41.28288,青森県
大湊,oominato,141.161772,41.280344,青森県
能代,noshiro,140.033084,40.206577,秋田県
向能代,mukainoshiro,140.039111,40.225669,秋田県
北能代,kitanoshiro,140.033835,40.254138,秋田県
鳥形,torigata,140.036931,40.271433,秋田県
沢目,sawame,140.037824,40.295929,秋田県
東八森,higashihachimori,140.032462,40.332086,秋田県
八森,hachimori,140.017882,40.37135,秋田県
滝ノ間,takinoma,140.00221,40.379967,秋田県
あきた白神,akitashirakami,139.987793,40.386583,秋田県
岩館,iwadate,139.966258,40.406241,秋田県
大間越,oomagoshi,139.950062,40.492407,青森県
白神岳登山口,shirakamidaketozanguchi,139.950318,40.513551,青森県
松神,matsukami,139.946556,40.534902,青森県
十二湖,junimizuumi,139.941986,40.551539,青森県
陸奥岩崎,mutsuiwasaki,139.924183,40.583333,青森県
陸奥沢辺,mutsusawabe,139.894991,40.586175,青森県
ウェスパ椿山,wesupatsubakiyama,139.871157,40.592913,青森県
艫作,tomosaku,139.864856,40.608534,青森県
横磯,yokoiso,139.89091,40.629891,青森県
深浦,fukaura,139.929372,40.650239,青森県
広戸,hiroto,139.955586,40.67434,青森県
追良瀬,oirase,139.970298,40.686114,青森県
驫木,todoroki,139.982954,40.707218,青森県
風合瀬,kasose,139.99432,40.731826,青森県
大戸瀬,ootose,140.033596,40.759325,青森県
千畳敷,senjoujiki,140.054832,40.767769,青森県
北金ケ沢,kitakanegasawa,140.095052,40.745995,青森県
陸奥柳田,mutsuyanagida,140.123243,40.740616,青森県
陸奥赤石,mutsuakaishi,140.162057,40.76156,青森県
鰺ケ沢,ajigasawa,140.220589,40.775255,青森県
鳴沢,narusawa,140.267617,40.782189,青森県
越水,koshimizu,140.298628,40.787258,青森県
陸奥森田,mutsumorita,140.339033,40.781738,青森県
中田,nakata,140.364505,40.787424,青森県
木造,mokuzou,140.387775,40.802482,青森県
五所川原,goshogawara,140.44776,40.809124,青森県
陸奥鶴田,mutsutsuruta,140.435276,40.757544,青森県
鶴泊,tsurudomari,140.437616,40.736026,青森県
板柳,itayanagi,140.461785,40.69726,青森県
林崎,hayashizaki,140.480401,40.675355,青森県
藤崎,fujisaki,140.499531,40.654047,青森県
油川,aburakawa,140.690476,40.857035,青森県
津軽宮田,tsugarumiyata,140.674579,40.887184,青森県
奥内,okuuchi,140.672382,40.903044,青森県
左堰,hidarizeki,140.665929,40.917214,青森県
後潟,ushirogata,140.662734,40.931519,青森県
中沢,nakazawa,140.656244,40.949044,青森県
蓬田,yomogida,140.654533,40.969042,青森県
郷沢,gousawa,140.652399,40.987682,青森県
瀬辺地,seheji,140.648179,41.007869,青森県
蟹田,kanita,140.642565,41.038274,青森県
大平,daihei,140.559375,41.065866,青森県
津軽二股,tsugarufutamata,140.514231,41.145937,青森県
大川平,ookawadai,140.507592,41.163204,青森県
今別,imabetsu,140.490448,41.179741,青森県
津軽浜名,tsugaruhamana,140.47185,41.180521,青森県
三厩,mimmaya,140.444482,41.185404,青森県
長苗代,naganawashiro,141.465907,40.52146,青森県
